"lead_key","occurrence_count","statuses","business_name","niche","city","state","website","owner_name","validation_status","triage_reason","recommended_action","source_files","should_skip_research","should_skip_collection"
"website:brightsparkelectric.com","4","final_artifact;master;raw;reviewed_artifact","Bright Spark Electric","electrician","Tampa","FL","https://www.brightsparkelectric.com","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-13-180036-florida-expanded-hvac-electrician-batch-007/final/2026-06-13-florida-expanded-owner-enriched-batch-007.csv;data/runs/2026-06-13-180036-florida-expanded-hvac-electrician-batch-007/raw/2026-06-13T21-57-53-386Z-florida-home-services-reboot-fresh-leads.csv;data/runs/2026-06-13-180036-florida-expanded-hvac-electrician-batch-007/reviewed/2026-06-13-florida-expanded-owner-enriched-batch-007.csv","True","True"
"website:airmccall.com","4","final_artifact;master;raw;reviewed_artifact","Air McCall, Inc","hvac","Jacksonville","FL","https://www.airmccall.com","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-13-180036-florida-expanded-hvac-electrician-batch-007/final/2026-06-13-florida-expanded-owner-enriched-batch-007.csv;data/runs/2026-06-13-180036-florida-expanded-hvac-electrician-batch-007/raw/2026-06-13T21-57-53-386Z-florida-home-services-reboot-fresh-leads.csv;data/runs/2026-06-13-180036-florida-expanded-hvac-electrician-batch-007/reviewed/2026-06-13-florida-expanded-owner-enriched-batch-007.csv","True","True"
"website:boldcityac.com","4","final_artifact;master;raw;reviewed_artifact","Bold City Heating & Air","hvac","Jacksonville","FL","https://boldcityac.com","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-13-180036-florida-expanded-hvac-electrician-batch-007/final/2026-06-13-florida-expanded-owner-enriched-batch-007.csv;data/runs/2026-06-13-180036-florida-expanded-hvac-electrician-batch-007/raw/2026-06-13T21-57-53-386Z-florida-home-services-reboot-fresh-leads.csv;data/runs/2026-06-13-180036-florida-expanded-hvac-electrician-batch-007/reviewed/2026-06-13-florida-expanded-owner-enriched-batch-007.csv","True","True"
"website:airnecessityhvac.com","4","final_artifact;master;raw;reviewed_artifact","Air Necessity, Inc.","hvac","Cape Coral","FL","https://www.airnecessityhvac.com/","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-13-181955-florida-cape-coral-hvac-electrician-batch-010/final/2026-06-13-florida-cape-coral-owner-enriched-batch-010.csv;data/runs/2026-06-13-181955-florida-cape-coral-hvac-electrician-batch-010/raw/2026-06-13T22-17-10-964Z-florida-home-services-reboot-fresh-leads.csv;data/runs/2026-06-13-181955-florida-cape-coral-hvac-electrician-batch-010/reviewed/2026-06-13-florida-cape-coral-owner-enriched-batch-010.csv","True","True"
"website:quickfixairrepair.com","4","final_artifact;master;raw;reviewed_artifact","Quick Fix Air Repair","hvac","Pembroke Pines","FL","https://quickfixairrepair.com/","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-13-181955-florida-cape-coral-hvac-electrician-batch-010/final/2026-06-13-florida-cape-coral-owner-enriched-batch-010.csv;data/runs/2026-06-13-181955-florida-cape-coral-hvac-electrician-batch-010/raw/2026-06-13T22-17-10-964Z-florida-home-services-reboot-fresh-leads.csv;data/runs/2026-06-13-181955-florida-cape-coral-hvac-electrician-batch-010/reviewed/2026-06-13-florida-cape-coral-owner-enriched-batch-010.csv","True","True"
"website:beattiehs.com","4","final_artifact;master;raw;reviewed_artifact","Beattie Home Services","hvac","Cape Coral","FL","https://www.beattiehs.com/","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-13-181955-florida-cape-coral-hvac-electrician-batch-010/final/2026-06-13-florida-cape-coral-owner-enriched-batch-010.csv;data/runs/2026-06-13-181955-florida-cape-coral-hvac-electrician-batch-010/raw/2026-06-13T22-17-10-964Z-florida-home-services-reboot-fresh-leads.csv;data/runs/2026-06-13-181955-florida-cape-coral-hvac-electrician-batch-010/reviewed/2026-06-13-florida-cape-coral-owner-enriched-batch-010.csv","True","True"
"website:frankgaycommercial.com","4","final_artifact;master;raw;reviewed_artifact","Frank Gay Commercial Services","hvac","Orlando","FL","https://frankgaycommercial.com/","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-13-180036-florida-expanded-hvac-electrician-batch-007/final/2026-06-13-florida-expanded-owner-enriched-batch-007.csv;data/runs/2026-06-13-180036-florida-expanded-hvac-electrician-batch-007/raw/2026-06-13T21-57-53-386Z-florida-home-services-reboot-fresh-leads.csv;data/runs/2026-06-13-180036-florida-expanded-hvac-electrician-batch-007/reviewed/2026-06-13-florida-expanded-owner-enriched-batch-007.csv","True","True"
"website:jenkinsheatingandair.com","4","final_artifact;master;raw;reviewed_artifact","Jenkins Heating & Air","hvac","Jacksonville","FL","https://jenkinsheatingandair.com/","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-13-180036-florida-expanded-hvac-electrician-batch-007/final/2026-06-13-florida-jenkins-owner-enriched-batch-008.csv;data/runs/2026-06-13-180036-florida-expanded-hvac-electrician-batch-007/raw/2026-06-13T21-57-53-386Z-florida-home-services-reboot-fresh-leads.csv;data/runs/2026-06-13-180036-florida-expanded-hvac-electrician-batch-007/reviewed/2026-06-13-florida-jenkins-owner-enriched-batch-008.csv","True","True"
"website:integrityrefrigerationandac.com","4","final_artifact;master;raw;reviewed_artifact","Integrity Refrigeration and A/C","hvac","Winter Haven","FL","https://www.integrityrefrigerationandac.com/","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-132353-2026-06-14-florida-home-services-reboot/final/2026-06-14-florida-central-owner-enriched-batch-016.csv;data/runs/2026-06-14-132353-2026-06-14-florida-home-services-reboot/raw/2026-06-14T13-20-19-679Z-florida-home-services-reboot-fresh-leads.csv;data/runs/2026-06-14-132353-2026-06-14-florida-home-services-reboot/reviewed/2026-06-14-florida-central-owner-enriched-batch-016.csv","True","True"
"website:egbertsair.com/near-me-hvac-contractor-winter-haven-fl","4","final_artifact;master;raw;reviewed_artifact","Egberts Air Conditioning & Heating Repair","hvac","Winter Haven","FL","https://egbertsair.com/near-me-hvac-contractor-winter-haven-fl/","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-132353-2026-06-14-florida-home-services-reboot/final/2026-06-14-florida-central-owner-enriched-batch-016.csv;data/runs/2026-06-14-132353-2026-06-14-florida-home-services-reboot/raw/2026-06-14T13-20-19-679Z-florida-home-services-reboot-fresh-leads.csv;data/runs/2026-06-14-132353-2026-06-14-florida-home-services-reboot/reviewed/2026-06-14-florida-central-owner-enriched-batch-016.csv","True","True"
"website:fixmyacnow.com","4","final_artifact;master;raw;reviewed_artifact","Facemyer Air Conditioning and Heating","hvac","Sanford","FL","https://www.fixmyacnow.com/","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-132353-2026-06-14-florida-home-services-reboot/final/2026-06-14-florida-central-owner-enriched-batch-016.csv;data/runs/2026-06-14-132353-2026-06-14-florida-home-services-reboot/raw/2026-06-14T13-20-19-679Z-florida-home-services-reboot-fresh-leads.csv;data/runs/2026-06-14-132353-2026-06-14-florida-home-services-reboot/reviewed/2026-06-14-florida-central-owner-enriched-batch-016.csv","True","True"
"website:rhoweelectric.net","4","final_artifact;master;raw;reviewed_artifact","R. Howe Electric Inc","electrician","Sanford","FL","https://www.rhoweelectric.net/","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-132353-2026-06-14-florida-home-services-reboot/final/2026-06-14-florida-central-owner-enriched-batch-016.csv;data/runs/2026-06-14-132353-2026-06-14-florida-home-services-reboot/raw/2026-06-14T13-20-19-679Z-florida-home-services-reboot-fresh-leads.csv;data/runs/2026-06-14-132353-2026-06-14-florida-home-services-reboot/reviewed/2026-06-14-florida-central-owner-enriched-batch-016.csv","True","True"
"website:stradaservices.com","4","final_artifact;master;raw;reviewed_artifact","Strada Services","hvac","Sanford","FL","https://stradaservices.com/","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-132353-2026-06-14-florida-home-services-reboot/final/2026-06-14-florida-central-owner-enriched-batch-016.csv;data/runs/2026-06-14-132353-2026-06-14-florida-home-services-reboot/raw/2026-06-14T13-20-19-679Z-florida-home-services-reboot-fresh-leads.csv;data/runs/2026-06-14-132353-2026-06-14-florida-home-services-reboot/reviewed/2026-06-14-florida-central-owner-enriched-batch-016.csv","True","True"
"website:southshoreroof.com/service-locations/savannah","4","final_artifact;master;raw;reviewed_artifact","South Shore Roofing","roofing","Savannah","GA","https://www.southshoreroof.com/service-locations/savannah/","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-141919-2026-06-14-georgia-home-services-reboot/final/2026-06-14-georgia-savannah-owner-enriched-batch-018.csv;data/runs/2026-06-14-141919-2026-06-14-georgia-home-services-reboot/raw/2026-06-14T14-18-21-363Z-georgia-home-services-reboot-fresh-leads.csv;data/runs/2026-06-14-141919-2026-06-14-georgia-home-services-reboot/reviewed/2026-06-14-georgia-savannah-owner-enriched-batch-018.csv","True","True"
"website:orianroofingmia.com","4","final_artifact;master;raw;reviewed_artifact","Orian Roofing And Construction","roofing","Miami","FL","https://orianroofingmia.com/","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-13-170839-florida-owner-batch-004/final/2026-06-13-florida-owner-enriched-batch-004.csv;data/runs/2026-06-13-170839-florida-owner-batch-004/raw/2026-06-13T21-06-03-107Z-florida-home-services-reboot-fresh-leads.csv;data/runs/2026-06-13-170839-florida-owner-batch-004/reviewed/2026-06-13-florida-owner-enriched-batch-004.csv","True","True"
"website:orionheatandair.com","4","final_artifact;master;raw;reviewed_artifact","Orion Heating and Air","hvac","Largo","FL","https://orionheatandair.com/","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-134236-2026-06-14-florida-home-services-reboot/final/2026-06-14-florida-coastal-owner-enriched-batch-017.csv;data/runs/2026-06-14-134236-2026-06-14-florida-home-services-reboot/raw/2026-06-14T13-36-04-246Z-florida-home-services-reboot-fresh-leads.csv;data/runs/2026-06-14-134236-2026-06-14-florida-home-services-reboot/reviewed/2026-06-14-florida-coastal-owner-enriched-batch-017.csv","True","True"
"website:jrcousa.com","4","final_artifact;master;raw;reviewed_artifact","JR & Co. Roofing Contractors","roofing","Bonita Springs","FL","https://www.jrcousa.com","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-134236-2026-06-14-florida-home-services-reboot/final/2026-06-14-florida-coastal-owner-enriched-batch-017.csv;data/runs/2026-06-14-134236-2026-06-14-florida-home-services-reboot/raw/2026-06-14T13-36-04-246Z-florida-home-services-reboot-fresh-leads.csv;data/runs/2026-06-14-134236-2026-06-14-florida-home-services-reboot/reviewed/2026-06-14-florida-coastal-owner-enriched-batch-017.csv","True","True"
"website:mcgillplumbing.com","4","final_artifact;master;raw;reviewed_artifact","McGill Plumbing and Water Treatment","plumbing","Largo","FL","https://www.mcgillplumbing.com/","","partial_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-134236-2026-06-14-florida-home-services-reboot/final/2026-06-14-florida-coastal-owner-enriched-batch-017.csv;data/runs/2026-06-14-134236-2026-06-14-florida-home-services-reboot/raw/2026-06-14T13-36-04-246Z-florida-home-services-reboot-fresh-leads.csv;data/runs/2026-06-14-134236-2026-06-14-florida-home-services-reboot/reviewed/2026-06-14-florida-coastal-owner-enriched-batch-017.csv","True","True"
"website:pinnacleroofinggroup.com","4","final_artifact;master;raw;reviewed_artifact","Pinnacle Roofing Group","roofing","Sanford","FL","https://pinnacleroofinggroup.com/","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-132353-2026-06-14-florida-home-services-reboot/final/2026-06-14-florida-central-owner-enriched-batch-016.csv;data/runs/2026-06-14-132353-2026-06-14-florida-home-services-reboot/raw/2026-06-14T13-20-19-679Z-florida-home-services-reboot-fresh-leads.csv;data/runs/2026-06-14-132353-2026-06-14-florida-home-services-reboot/reviewed/2026-06-14-florida-central-owner-enriched-batch-016.csv","True","True"
"website:americanacco.com","4","final_artifact;master;raw;reviewed_artifact","American Air Conditioning of Boca","hvac","Boca Raton","FL","https://www.americanacco.com","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-084609-florida-expanded-east-coast-batch-014/final/2026-06-14-florida-expanded-east-coast-owner-enriched-batch-014.csv;data/runs/2026-06-14-084609-florida-expanded-east-coast-batch-014/raw/2026-06-14T12-42-22-647Z-florida-home-services-reboot-fresh-leads.csv;data/runs/2026-06-14-084609-florida-expanded-east-coast-batch-014/reviewed/2026-06-14-florida-expanded-east-coast-owner-enriched-batch-014.csv","True","True"
"website:distinctiveroofing.net","4","final_artifact;master;raw;reviewed_artifact","Distinctive Roofing","roofing","Pompano Beach","FL","https://distinctiveroofing.net/","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-084609-florida-expanded-east-coast-batch-014/final/2026-06-14-florida-expanded-east-coast-owner-enriched-batch-014.csv;data/runs/2026-06-14-084609-florida-expanded-east-coast-batch-014/raw/2026-06-14T12-42-22-647Z-florida-home-services-reboot-fresh-leads.csv;data/runs/2026-06-14-084609-florida-expanded-east-coast-batch-014/reviewed/2026-06-14-florida-expanded-east-coast-owner-enriched-batch-014.csv","True","True"
"website:southerncoastservices.com","4","final_artifact;master;raw;reviewed_artifact","Southern Coast Air Conditioning, Plumbing & Electric","hvac","Boca Raton","FL","https://southerncoastservices.com/","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-084609-florida-expanded-east-coast-batch-014/final/2026-06-14-florida-expanded-east-coast-owner-enriched-batch-014.csv;data/runs/2026-06-14-084609-florida-expanded-east-coast-batch-014/raw/2026-06-14T12-42-22-647Z-florida-home-services-reboot-fresh-leads.csv;data/runs/2026-06-14-084609-florida-expanded-east-coast-batch-014/reviewed/2026-06-14-florida-expanded-east-coast-owner-enriched-batch-014.csv","True","True"
"website:proesolar.com","4","final_artifact;master;raw;reviewed_artifact","PES Solar","electrician","Boca Raton","FL","https://proesolar.com/","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-084609-florida-expanded-east-coast-batch-014/final/2026-06-14-florida-expanded-east-coast-owner-enriched-batch-014.csv;data/runs/2026-06-14-084609-florida-expanded-east-coast-batch-014/raw/2026-06-14T12-42-22-647Z-florida-home-services-reboot-fresh-leads.csv;data/runs/2026-06-14-084609-florida-expanded-east-coast-batch-014/reviewed/2026-06-14-florida-expanded-east-coast-owner-enriched-batch-014.csv","True","True"
"website:allproelectricalandac.com","4","final_artifact;master;raw;reviewed_artifact","All-Pro Electrical & Air Conditioning","hvac","Boca Raton","FL","https://www.allproelectricalandac.com/","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-084609-florida-expanded-east-coast-batch-014/final/2026-06-14-florida-expanded-east-coast-owner-enriched-batch-014.csv;data/runs/2026-06-14-084609-florida-expanded-east-coast-batch-014/raw/2026-06-14T12-42-22-647Z-florida-home-services-reboot-fresh-leads.csv;data/runs/2026-06-14-084609-florida-expanded-east-coast-batch-014/reviewed/2026-06-14-florida-expanded-east-coast-owner-enriched-batch-014.csv","True","True"
"website:drainmechanics.com","4","final_artifact;master;raw;reviewed_artifact","Drain Mechanics","plumbing","Palm Bay","FL","https://www.drainmechanics.com/","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-130926-2026-06-14-florida-home-services-reboot/final/2026-06-14-florida-auto-staged-owner-enriched-batch-015.csv;data/runs/2026-06-14-130926-2026-06-14-florida-home-services-reboot/raw/2026-06-14T13-06-38-300Z-florida-home-services-reboot-fresh-leads.csv;data/runs/2026-06-14-130926-2026-06-14-florida-home-services-reboot/reviewed/2026-06-14-florida-auto-staged-owner-enriched-batch-015.csv","True","True"
"website:nextgenerationairandheat.com","4","final_artifact;master;raw;reviewed_artifact","Next Generation Air & Heat, Inc.","hvac","Palm Bay","FL","https://www.nextgenerationairandheat.com","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-130926-2026-06-14-florida-home-services-reboot/final/2026-06-14-florida-auto-staged-owner-enriched-batch-015.csv;data/runs/2026-06-14-130926-2026-06-14-florida-home-services-reboot/raw/2026-06-14T13-06-38-300Z-florida-home-services-reboot-fresh-leads.csv;data/runs/2026-06-14-130926-2026-06-14-florida-home-services-reboot/reviewed/2026-06-14-florida-auto-staged-owner-enriched-batch-015.csv","True","True"
"website:skqualityroofing.com/delray-beach","4","final_artifact;master;raw;reviewed_artifact","SK Quality Roofing","roofing","Delray Beach","FL","https://www.skqualityroofing.com/delray-beach/","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-130926-2026-06-14-florida-home-services-reboot/final/2026-06-14-florida-auto-staged-owner-enriched-batch-015.csv;data/runs/2026-06-14-130926-2026-06-14-florida-home-services-reboot/raw/2026-06-14T13-06-38-300Z-florida-home-services-reboot-fresh-leads.csv;data/runs/2026-06-14-130926-2026-06-14-florida-home-services-reboot/reviewed/2026-06-14-florida-auto-staged-owner-enriched-batch-015.csv","True","True"
"website:247electrician.us","4","final_artifact;master;raw;reviewed_artifact","24/7 Electrician LLC","electrician","Hollywood","FL","https://247electrician.us/","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-084609-florida-expanded-east-coast-batch-014/final/2026-06-14-florida-expanded-east-coast-owner-enriched-batch-014.csv;data/runs/2026-06-14-084609-florida-expanded-east-coast-batch-014/raw/2026-06-14T12-42-22-647Z-florida-home-services-reboot-fresh-leads.csv;data/runs/2026-06-14-084609-florida-expanded-east-coast-batch-014/reviewed/2026-06-14-florida-expanded-east-coast-owner-enriched-batch-014.csv","True","True"
"website:houseelectric.us","4","final_artifact;master;raw;reviewed_artifact","House Electric and Plumbing","electrician","Miramar","FL","https://houseelectric.us/","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-130926-2026-06-14-florida-home-services-reboot/final/2026-06-14-florida-auto-staged-owner-enriched-batch-015.csv;data/runs/2026-06-14-130926-2026-06-14-florida-home-services-reboot/raw/2026-06-14T13-06-38-300Z-florida-home-services-reboot-fresh-leads.csv;data/runs/2026-06-14-130926-2026-06-14-florida-home-services-reboot/reviewed/2026-06-14-florida-auto-staged-owner-enriched-batch-015.csv","True","True"
"website:fstl1992.com","4","final_artifact;master;raw;reviewed_artifact","Four Seasons Total Landscaping","landscaping","Philadelphia","PA","https://www.fstl1992.com/","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-203221-2026-06-14-usa-home-services-sprint/final/2026-06-14-pittsburgh-philadelphia-landscaping-owner-enriched-batch-053.csv;data/runs/2026-06-14-203221-2026-06-14-usa-home-services-sprint/raw/2026-06-14T20-30-53-570Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-203221-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-pittsburgh-philadelphia-landscaping-owner-enriched-batch-053.csv","True","True"
"website:stapletonroofing.com","4","final_artifact;master;raw;reviewed_artifact","Stapleton Roofing","roofing","Phoenix","AZ","https://www.stapletonroofing.com","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-211801-2026-06-14-usa-home-services-sprint/final/2026-06-14-phoenix-roofing-plumbing-owner-enriched-batch-055.csv;data/runs/2026-06-14-211801-2026-06-14-usa-home-services-sprint/raw/2026-06-14T21-15-52-804Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-211801-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-phoenix-roofing-plumbing-owner-enriched-batch-055.csv","True","True"
"website:summersquality.com","4","final_artifact;master;raw;reviewed_artifact","Summers Quality Service","hvac","Philadelphia","PA","https://www.summersquality.com/","","partial_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-202240-2026-06-14-usa-home-services-sprint/final/2026-06-14-philadelphia-hvac-owner-enriched-batch-052.csv;data/runs/2026-06-14-202240-2026-06-14-usa-home-services-sprint/raw/2026-06-14T20-20-55-401Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-202240-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-philadelphia-hvac-owner-enriched-batch-052.csv","True","True"
"website:emcocooling.com","4","final_artifact;master;raw;reviewed_artifact","EMCO Tech Heating & Cooling","hvac","Philadelphia","PA","https://emcocooling.com/","","partial_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-202240-2026-06-14-usa-home-services-sprint/final/2026-06-14-philadelphia-hvac-owner-enriched-batch-052.csv;data/runs/2026-06-14-202240-2026-06-14-usa-home-services-sprint/raw/2026-06-14T20-20-55-401Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-202240-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-philadelphia-hvac-owner-enriched-batch-052.csv","True","True"
"website:apexturfaz.com","4","final_artifact;master;raw;reviewed_artifact","Apex Turf","landscaping","Phoenix","AZ","https://apexturfaz.com/","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-213249-2026-06-14-usa-home-services-sprint/final/2026-06-14-phoenix-landscaping-owner-enriched-batch-056.csv;data/runs/2026-06-14-213249-2026-06-14-usa-home-services-sprint/raw/2026-06-14T21-30-53-632Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-213249-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-phoenix-landscaping-owner-enriched-batch-056.csv","True","True"
"website:bonedrycommercial.com","4","final_artifact;master;raw;reviewed_artifact","Bone Dry Commercial Roofing","roofing","Indianapolis","IN","https://bonedrycommercial.com/","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-215415-2026-06-14-usa-home-services-sprint/final/2026-06-14-midwest-owner-enriched-batch-057.csv;data/runs/2026-06-14-215415-2026-06-14-usa-home-services-sprint/raw/2026-06-14T21-53-12-338Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-215415-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-midwest-owner-enriched-batch-057.csv","True","True"
"website:goettl.com/location/phoenix-arizona","4","final_artifact;master;raw;reviewed_artifact","Goettl Air Conditioning & Plumbing","plumbing","Phoenix","AZ","https://www.goettl.com/location/phoenix-arizona/","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-211801-2026-06-14-usa-home-services-sprint/final/2026-06-14-phoenix-roofing-plumbing-owner-enriched-batch-055.csv;data/runs/2026-06-14-211801-2026-06-14-usa-home-services-sprint/raw/2026-06-14T21-15-52-804Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-211801-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-phoenix-roofing-plumbing-owner-enriched-batch-055.csv","True","True"
"website:goodmanslandscape.com","4","final_artifact;master;raw;reviewed_artifact","Goodman's Landscape Maintenance, LLC","landscaping","Phoenix","AZ","https://www.goodmanslandscape.com/","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-213249-2026-06-14-usa-home-services-sprint/final/2026-06-14-phoenix-landscaping-owner-enriched-batch-056.csv;data/runs/2026-06-14-213249-2026-06-14-usa-home-services-sprint/raw/2026-06-14T21-30-53-632Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-213249-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-phoenix-landscaping-owner-enriched-batch-056.csv","True","True"
"website:nwiron.com","4","final_artifact;master;raw;reviewed_artifact","Northwest Fence & Iron","carpentry","Austin","TX","https://www.nwiron.com/","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-195128-2026-06-14-usa-home-services-sprint/final/2026-06-14-austin-columbus-trades-owner-enriched-batch-050.csv;data/runs/2026-06-14-195128-2026-06-14-usa-home-services-sprint/raw/2026-06-14T19-49-58-586Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-195128-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-austin-columbus-trades-owner-enriched-batch-050.csv","True","True"
"website:vikingfence.com","4","final_artifact;master;raw;reviewed_artifact","Viking Fence","carpentry","Austin","TX","https://www.vikingfence.com/","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-195128-2026-06-14-usa-home-services-sprint/final/2026-06-14-austin-columbus-trades-owner-enriched-batch-050.csv;data/runs/2026-06-14-195128-2026-06-14-usa-home-services-sprint/raw/2026-06-14T19-49-58-586Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-195128-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-austin-columbus-trades-owner-enriched-batch-050.csv","True","True"
"website:deiblesfloors.com","4","final_artifact;master;raw;reviewed_artifact","Deible's Hardwood Floors","flooring","Columbus","OH","https://www.deiblesfloors.com/","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-195128-2026-06-14-usa-home-services-sprint/final/2026-06-14-austin-columbus-trades-owner-enriched-batch-050.csv;data/runs/2026-06-14-195128-2026-06-14-usa-home-services-sprint/raw/2026-06-14T19-49-58-586Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-195128-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-austin-columbus-trades-owner-enriched-batch-050.csv","True","True"
"website:risaustin.com","4","final_artifact;master;raw;reviewed_artifact","Residential Improvement Services, LLC","carpentry","Austin","TX","https://risaustin.com/","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-195128-2026-06-14-usa-home-services-sprint/final/2026-06-14-austin-columbus-trades-owner-enriched-batch-050.csv;data/runs/2026-06-14-195128-2026-06-14-usa-home-services-sprint/raw/2026-06-14T19-49-58-586Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-195128-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-austin-columbus-trades-owner-enriched-batch-050.csv","True","True"
"website:glassworksplus.com","4","final_artifact;master;raw;reviewed_artifact","Glassworks Plus, Inc.","windows_doors","Columbus","OH","https://glassworksplus.com/","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-200322-2026-06-14-usa-home-services-sprint/final/2026-06-14-austin-columbus-windows-doors-owner-enriched-batch-051.csv;data/runs/2026-06-14-200322-2026-06-14-usa-home-services-sprint/raw/2026-06-14T20-01-23-020Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-200322-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-austin-columbus-windows-doors-owner-enriched-batch-051.csv","True","True"
"website:airmasterpa.com","4","final_artifact;master;raw;reviewed_artifact","AirMaster Heating & Cooling Specialists","hvac","Philadelphia","PA","https://www.airmasterpa.com","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-202240-2026-06-14-usa-home-services-sprint/final/2026-06-14-philadelphia-hvac-owner-enriched-batch-052.csv;data/runs/2026-06-14-202240-2026-06-14-usa-home-services-sprint/raw/2026-06-14T20-20-55-401Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-202240-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-philadelphia-hvac-owner-enriched-batch-052.csv","True","True"
"website:cedarparkgaragedoors.com","4","final_artifact;master;raw;reviewed_artifact","Cedar Park Overhead Doors","windows_doors","Austin","TX","https://cedarparkgaragedoors.com/","","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-200322-2026-06-14-usa-home-services-sprint/final/2026-06-14-austin-columbus-windows-doors-owner-enriched-batch-051.csv;data/runs/2026-06-14-200322-2026-06-14-usa-home-services-sprint/raw/2026-06-14T20-01-23-020Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-200322-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-austin-columbus-windows-doors-owner-enriched-batch-051.csv","True","True"
